Table,Column,Type,Size,Description
StaffAvailableTime,BeginTimeOfDay,time,,Begin Time Of Day
StaffAvailableTime,DayOfWeek,int,,Day Of Week
StaffAvailableTime,EndTimeOfDay,time,,End Time Of Day
StaffAvailableTime,RowVersionNumber,int,,Row Version Number
StaffAvailableTime,Staff_ID,bigint,,Reference to Staff
StaffAvailableTime,StaffAvailableTime_ID,bigint,,ID for StaffAvailableTime

StaffBiometric,,,,Staff Biometric
StaffBiometric,BiometricData,varbinary,,Biometric Data
StaffBiometric,BiometricType,int,,Biometric Type
StaffBiometric,DateTaken,datetime,,Date Taken
StaffBiometric,PhysicalSite,int,,Physical Site
StaffBiometric,QualityLevel,int,,Quality Level
StaffBiometric,RowVersionNumber,int,,Row Version Number
StaffBiometric,Staff_ID,bigint,,Reference to Staff
StaffBiometric,StaffBiometric_ID,bigint,,ID for StaffBiometric

StaffCategory,,,,Staff Category
StaffCategory,PractitionerCategory,char,3,Practitioner Category
StaffCategory,RowVersionNumber,int,,Row Version Number
StaffCategory,Staff_ID,bigint,,Reference to Staff

StaffContact,,,,Staff Contact
StaffContact,ContactData,varchar,80,Contact Data
StaffContact,ContactType,varchar,20,Contact Type
StaffContact,Note,varchar,199,Note
StaffContact,RowVersionNumber,int,,Row Version Number
StaffContact,Staff_ID,bigint,,Reference to Staff
StaffContact,StaffContact_ID,bigint,,ID for StaffContact

StaffDepartment,,,,Staff Department
StaffDepartment,Department_ID,bigint,,Reference to Department
StaffDepartment,RowVersionNumber,int,,Row Version Number
StaffDepartment,Staff_ID,bigint,,Reference to Staff

StaffFacility,,,,Staff Facility
StaffFacility,Authorized,bool,,Is Authorized?
StaffFacility,DefaultDstWqId,bigint,,Default Dst Wq Id
StaffFacility,DefaultLogIn,bool,,Is Default Log In?
StaffFacility,Facility_ID,bigint,,Reference to Facility
StaffFacility,PatientSet_ID,bigint,,Reference to PatientSet
StaffFacility,RowVersionNumber,int,,Row Version Number
StaffFacility,Staff_ID,bigint,,Reference to Staff
StaffFacility,StaffFacility_ID,bigint,,ID for StaffFacility
StaffFacility,UpdateEPrescribingDirectory,bool,,Is Update E Prescribing Directory?

StaffField,,,,Staff Field
StaffField,FieldValue,varchar,1000,Field Value
StaffField,RowVersionNumber,int,,Row Version Number
StaffField,Staff_ID,bigint,,Reference to Staff
StaffField,StaffField_ID,bigint,,ID for StaffField
StaffField,UserDefinedField_ID,bigint,,Reference to UserDefinedField

StaffGroup,,,,Staff Group
StaffGroup,GroupName,varchar,100,Group Name
StaffGroup,RowVersionNumber,int,,Row Version Number
StaffGroup,StaffGroup_ID,bigint,,ID for StaffGroup
StaffGroup,UseForChat,bool,,Is Use For Chat?

StaffIDCode,,,,Staff ID Code
StaffIDCode,AssigningAuthority,varchar,50,Assigning Authority
StaffIDCode,AssigningFacility,varchar,50,Assigning Facility
StaffIDCode,Facility_ID,bigint,,Reference to Facility
StaffIDCode,IDType,varchar,20,ID Type
StaffIDCode,RowVersionNumber,int,,Row Version Number
StaffIDCode,Staff_ID,bigint,,Reference to Staff
StaffIDCode,StaffIDCode,varchar,60,Staff ID Code
StaffIDCode,StaffIDCode_ID,bigint,,ID for StaffIDCode

StaffLocation,,,,Staff Location
StaffLocation,_CareEndDateTimeSearch,datetime,,denormalized Care End Date Time Search
StaffLocation,CareBeginDateTime,datetime,,Care Begin Date Time
StaffLocation,CareEndDateTime,datetime,,Care End Date Time
StaffLocation,CareRole,varchar,20,Care Role
StaffLocation,Location_ID,bigint,,Reference to Location
StaffLocation,RowVersionNumber,int,,Row Version Number
StaffLocation,Staff_ID,bigint,,Reference to Staff
StaffLocation,StaffLocation_ID,bigint,,ID for StaffLocation

StaffNotification,,,,Staff Notification
StaffNotification,FromStaff_ID,bigint,,Reference to FromStaff
StaffNotification,NotificationType,int,,Notification Type
StaffNotification,RowVersionNumber,int,,Row Version Number
StaffNotification,Staff_ID,bigint,,Reference to Staff
StaffNotification,StaffNotification_ID,bigint,,ID for StaffNotification

StaffPCU,,,,Staff PCU
StaffPCU,FilterWorkQueue,bool,,Is Filter Work Queue?
StaffPCU,PCU_ID,bigint,,Reference to PCU
StaffPCU,RowVersionNumber,int,,Row Version Number
StaffPCU,Staff_ID,bigint,,Reference to Staff
StaffPCU,StaffPCU_ID,bigint,,ID for StaffPCU

StaffPractitionerID,,,,Staff Practitioner ID
StaffPractitionerID,ExpirationDate,datetime,,Expiration Date
StaffPractitionerID,IDNumber,varchar,20,ID Number
StaffPractitionerID,IDNumberType,varchar,4,ID Number Type
StaffPractitionerID,RowVersionNumber,int,,Row Version Number
StaffPractitionerID,Staff_ID,bigint,,Reference to Staff
StaffPractitionerID,StaffPractitionerID_ID,bigint,,ID for StaffPractitionerID
StaffPractitionerID,State,varchar,20,State

StaffProductOrder,,,,Staff Product Order
StaffProductOrder,DispensableProduct_ID,bigint,,Reference to DispensableProduct
StaffProductOrder,DoseText,varchar,50,Dose Text
StaffProductOrder,FirstUsedDateTime,datetime,,First Used Date Time
StaffProductOrder,FrequencyCode,varchar,100,Frequency Code
StaffProductOrder,Indication,varchar,100,Indication
StaffProductOrder,LastUsedDateTime,datetime,,Last Used Date Time
StaffProductOrder,PRN,bool,,Is PRN?
StaffProductOrder,RouteCode,varchar,20,Route Code
StaffProductOrder,RowVersionNumber,int,,Row Version Number
StaffProductOrder,Staff_ID,bigint,,Reference to Staff
StaffProductOrder,StaffProductOrder_ID,bigint,,ID for StaffProductOrder
StaffProductOrder,UsedCount,int,,Used Count

StaffSpecialty,,,,Staff Specialty
StaffSpecialty,RowVersionNumber,int,,Row Version Number
StaffSpecialty,Specialty,varchar,20,Specialty
StaffSpecialty,Staff_ID,bigint,,Reference to Staff
StaffSpecialty,StaffSpecialty_ID,bigint,,ID for StaffSpecialty

StockArea,,,,Stock Area
StockArea,AdjustQuantitiesOnDispense,bool,,Is Adjust Quantities On Dispense?
StockArea,AutomaticDispensing,bool,,Is Automatic Dispensing?
StockArea,DefaultDispenseSource,varchar,20,Default Dispense Source
StockArea,Facility_ID,bigint,,Reference to Facility
StockArea,PatientSet_ID,bigint,,Reference to PatientSet
StockArea,PatientVisit_ID,bigint,,Reference to PatientVisit
StockArea,RowVersionNumber,int,,Row Version Number
StockArea,StockArea_ID,bigint,,ID for StockArea
StockArea,StockAreaCode,varchar,20,Stock Area Code
StockArea,StockAreaName,varchar,50,Stock Area Name

StockAreaProduct,,,,Stock Area Product
StockAreaProduct,ItemDispenseSize_ID,bigint,,Reference to ItemDispenseSize
StockAreaProduct,Quantity,decimal,"15,5",Quantity
StockAreaProduct,RowVersionNumber,int,,Row Version Number
StockAreaProduct,StockArea_ID,bigint,,Reference to StockArea
StockAreaProduct,StockAreaProduct_ID,bigint,,ID for StockAreaProduct

Stocks,,,,Stocks
Stocks,Code,nvarchar,50,Code
Stocks,Name,nvarchar,50,Name
Stocks,Price,decimal,"18,0",Price

T_DOCUMENT_TYPE,,,,T _DOCUMENT _TYPE
T_DOCUMENT_TYPE,DocumentTypeCode,varchar,5,Document Type Code
T_DOCUMENT_TYPE,DocumentTypeDescr,varchar,20,Document Type Descr
T_DOCUMENT_TYPE,DocumentTypeId,int,,Document Type Id

T_NOTIFICATION_RECIPIENT,,,,T _NOTIFICATION _RECIPIENT
T_NOTIFICATION_RECIPIENT,Carrier,varchar,16,Carrier
T_NOTIFICATION_RECIPIENT,EmailAddress,varchar,60,Email Address
T_NOTIFICATION_RECIPIENT,NotificationLevel,int,,Notification Level
T_NOTIFICATION_RECIPIENT,PhoneNumber,varchar,16,Phone Number
T_NOTIFICATION_RECIPIENT,RecipientId,int,,Recipient Id
T_NOTIFICATION_RECIPIENT,RecipientType,int,,Recipient Type

T_WORKQUEUE,,,,T _WORKQUEUE
T_WORKQUEUE,CntEnabled,bit,,Cnt Enabled
T_WORKQUEUE,DefaultDocTypeId,int,,Default Doc Type Id
T_WORKQUEUE,DestinationWqId,int,,Destination Wq Id
T_WORKQUEUE,FacilityId,bigint,,Facility Id
T_WORKQUEUE,NotifyOnCreation,bit,,Notify On Creation
T_WORKQUEUE,NotifyOnRenamed,bit,,Notify On Renamed
T_WORKQUEUE,PrintUponEntry,bit,,Print Upon Entry
T_WORKQUEUE,PrintUponEntrySenderList,varchar,100,Print Upon Entry Sender List
T_WORKQUEUE,PromptOnTransferWhenNotAssignedToPatient,bit,,Prompt On Transfer When Not Assigned To Patient
T_WORKQUEUE,SystemWq,bit,,System Wq
T_WORKQUEUE,UIEnabled,bit,,UI Enabled
T_WORKQUEUE,WatchEnabled,bit,,Watch Enabled
T_WORKQUEUE,WorkQueueDescription,varchar,50,Work Queue Description
T_WORKQUEUE,WorkQueueID,int,,Work Queue ID
T_WORKQUEUE,WorkQueueName,varchar,50,Work Queue Name
T_WORKQUEUE,WqAlert,int,,Wq Alert
T_WORKQUEUE,WqHostId,int,,Wq Host Id
T_WORKQUEUE,WqPath,varchar,512,Wq Path
T_WORKQUEUE,WqStatAlert,int,,Wq Stat Alert

T_WORKQUEUE_HOST,,,,T _WORKQUEUE _HOST
T_WORKQUEUE_HOST,WqHostId,int,,Wq Host Id
T_WORKQUEUE_HOST,WqHostIpAddress,varchar,50,Wq Host Ip Address
T_WORKQUEUE_HOST,WqHostName,varchar,50,Wq Host Name
T_WORKQUEUE_HOST,WqHostPath,varchar,512,Wq Host Path

T_WQ_ITEM,,,,T _WQ _ITEM
T_WQ_ITEM,BarCode,varchar,100,Bar Code
T_WQ_ITEM,DocumentTypeId,int,,Document Type Id
T_WQ_ITEM,EntryDate,datetime,,Entry Date
T_WQ_ITEM,ImageBytes,varbinary,,Image Bytes
T_WQ_ITEM,LastWqItemLogId,int,,Last Wq Item Log Id
T_WQ_ITEM,NotificationSent,bit,,Notification Sent
T_WQ_ITEM,PatientID,bigint,,Patient ID
T_WQ_ITEM,ProcessDate,datetime,,Process Date
T_WQ_ITEM,SenderNumber,varchar,30,Sender Number
T_WQ_ITEM,Stat,int,,Stat
T_WQ_ITEM,UserCommentsCount,int,,User Comments Count
T_WQ_ITEM,WqID,int,,Wq ID
T_WQ_ITEM,WqItemAttachmentPath,varchar,128,Wq Item Attachment Path
T_WQ_ITEM,WqItemDescription,varchar,512,Wq Item Description
T_WQ_ITEM,WqItemID,int,,Wq Item ID
T_WQ_ITEM,WqItemLocked,bit,,Wq Item Locked
T_WQ_ITEM,WqItemLockedClinicianID,bigint,,Wq Item Locked Clinician ID
T_WQ_ITEM,WqItemLockedDate,datetime,,Wq Item Locked Date
T_WQ_ITEM,WqItemProcessed,bit,,Wq Item Processed
T_WQ_ITEM,WqItemProcessedClinicianID,bigint,,Wq Item Processed Clinician ID
T_WQ_ITEM,WqItemSenderID,bigint,,Wq Item Sender ID
T_WQ_ITEM,WqItemTypeID,int,,Wq Item Type ID

T_WQ_ITEM_EMAIL_ESCALATION,,,,T _WQ _ITEM _EMAIL _ESCALATION
T_WQ_ITEM_EMAIL_ESCALATION,EmailAddress,char,50,Email Address
T_WQ_ITEM_EMAIL_ESCALATION,EntryDate,datetime,,Entry Date
T_WQ_ITEM_EMAIL_ESCALATION,ProcessedDate,datetime,,Processed Date
T_WQ_ITEM_EMAIL_ESCALATION,ScheduledDate,datetime,,Scheduled Date
T_WQ_ITEM_EMAIL_ESCALATION,WqItemEmailEscalationID,int,,Wq Item Email Escalation ID
T_WQ_ITEM_EMAIL_ESCALATION,WqItemID,int,,Wq Item ID

T_WQ_ITEM_LOG,,,,T _WQ _ITEM _LOG
T_WQ_ITEM_LOG,ClinicianId,bigint,,Clinician Id
T_WQ_ITEM_LOG,EntryDate,datetime,,Entry Date
T_WQ_ITEM_LOG,LogDescription,varchar,512,Log Description
T_WQ_ITEM_LOG,WqItemId,int,,Wq Item Id
T_WQ_ITEM_LOG,WqItemLogActionId,int,,Wq Item Log Action Id
T_WQ_ITEM_LOG,WqItemLogId,int,,Wq Item Log Id

T_WQ_ITEM_LOG_ACTION,,,,T _WQ _ITEM _LOG _ACTION
T_WQ_ITEM_LOG_ACTION,WqItemLogActionId,int,,Wq Item Log Action Id
T_WQ_ITEM_LOG_ACTION,WqItemLogActionName,varchar,50,Wq Item Log Action Name

T_WQ_ITEM_TXFER_ESCALATION,,,,T _WQ _ITEM _TXFER _ESCALATION
T_WQ_ITEM_TXFER_ESCALATION,EntryDate,datetime,,Entry Date
T_WQ_ITEM_TXFER_ESCALATION,ProcessedDate,datetime,,Processed Date
T_WQ_ITEM_TXFER_ESCALATION,ReceiverWqID,int,,Receiver Wq ID
T_WQ_ITEM_TXFER_ESCALATION,ScheduledDate,datetime,,Scheduled Date
T_WQ_ITEM_TXFER_ESCALATION,WqItemID,int,,Wq Item ID
T_WQ_ITEM_TXFER_ESCALATION,WqItemTxferEscalationID,int,,Wq Item Txfer Escalation ID

T_WQ_ITEM_TYPE,,,,T _WQ _ITEM _TYPE
T_WQ_ITEM_TYPE,WqItemTypeID,int,,Wq Item Type ID
T_WQ_ITEM_TYPE,WqItemTypeName,char,16,Wq Item Type Name

T_WQ_RULE,,,,T _WQ _RULE
T_WQ_RULE,AnyClinician,bit,,Any Clinician
T_WQ_RULE,DstWqID,int,,Dst Wq ID
T_WQ_RULE,ScheduleTypeID,int,,Schedule Type ID
T_WQ_RULE,WqItemTypeID,int,,Wq Item Type ID
T_WQ_RULE,WqRuleID,int,,Wq Rule ID

T_WQ_RULE_CLINICIAN,,,,T _WQ _RULE _CLINICIAN
T_WQ_RULE_CLINICIAN,ClinicianId,bigint,,Clinician Id
T_WQ_RULE_CLINICIAN,WqRuleClinicianId,int,,Wq Rule Clinician Id
T_WQ_RULE_CLINICIAN,WqRuleId,int,,Wq Rule Id

T_WQ_RULE_SCHEDULE,,,,T _WQ _RULE _SCHEDULE
T_WQ_RULE_SCHEDULE,DayOfWeek,int,,Day Of Week
T_WQ_RULE_SCHEDULE,StartDate,datetime,,Start Date
T_WQ_RULE_SCHEDULE,StopDate,datetime,,Stop Date
T_WQ_RULE_SCHEDULE,WqRuleID,int,,Wq Rule ID
T_WQ_RULE_SCHEDULE,WqRuleScheduleID,int,,Wq Rule Schedule ID

T_WQ_RULE_SCHEDULE_TYPE,,,,T _WQ _RULE _SCHEDULE _TYPE
T_WQ_RULE_SCHEDULE_TYPE,WqRuleScheduleTypeDescr,char,32,Wq Rule Schedule Type Descr
T_WQ_RULE_SCHEDULE_TYPE,WqRuleScheduleTypeId,int,,Wq Rule Schedule Type Id
T_WQ_RULE_SCHEDULE_TYPE,WqRuleScheduleTypeName,char,16,Wq Rule Schedule Type Name

TableConnector,,,,Table Connector
TableConnector,FromTableName,varchar,32,From Table Name
TableConnector,TableMatchText,varchar,32,Table Match Text
TableConnector,TableMatchType,tinyint,,Table Match Type
TableConnector,ToTableName,varchar,32,To Table Name

TableJoin,,,,Table Join
TableJoin,BeforeSQL,varchar,,Before SQL
TableJoin,FromTableName,varchar,32,From Table Name
TableJoin,JoinSQL,varchar,,Join SQL
TableJoin,JoinWithWhereSQL,varchar,,Join With Where SQL
TableJoin,ToTableName,varchar,32,To Table Name

TaskAssignment,,,,Task Assignment
TaskAssignment,AssignmentDateTime,datetime,,Assignment Date Time
TaskAssignment,RowVersionNumber,int,,Row Version Number
TaskAssignment,Staff_ID,bigint,,Reference to Staff
TaskAssignment,TaskAssignment_ID,bigint,,ID for TaskAssignment
TaskAssignment,WorkTask_ID,bigint,,Reference to WorkTask

TaskType,,,,Task Type
TaskType,RowVersionNumber,int,,Row Version Number
TaskType,TaskType_ID,bigint,,ID for TaskType
TaskType,TaskTypeCategory,varchar,200,Task Type Category
TaskType,TaskTypeName,varchar,100,Task Type Name

TextLog,,,,Text Log
TextLog,LogName,varchar,200,Log Name
TextLog,RowVersionNumber,int,,Row Version Number
TextLog,TextLog_ID,bigint,,ID for TextLog

TherapyAdmin,,,,Therapy Admin
TherapyAdmin,AdminComments,varchar,200,Admin Comments
TherapyAdmin,AdminDeviceCode,varchar,10,Admin Device Code
TherapyAdmin,AdminEndDateTime,datetime,,Admin End Date Time
TherapyAdmin,AdministeredAmount,decimal,"15,5",Administered Amount
TherapyAdmin,AdministeredLocation_ID,bigint,,Reference to AdministeredLocation
TherapyAdmin,AdministeredUnits,varchar,30,Administered Units
TherapyAdmin,AdministeringStaff_ID,bigint,,Reference to AdministeringStaff
TherapyAdmin,AdminMessage,varchar,200,Admin Message
TherapyAdmin,AdminMethodCode,varchar,5,Admin Method Code
TherapyAdmin,AdminNumber,int,,Admin Number
TherapyAdmin,AdminRecordMethod,varchar,10,Admin Record Method
TherapyAdmin,AdminReportingSource,varchar,20,Admin Reporting Source
TherapyAdmin,AdminRouteCode,varchar,20,Admin Route Code
TherapyAdmin,AdminSiteCode,varchar,10,Admin Site Code
TherapyAdmin,AdminStartDateTime,datetime,,Admin Start Date Time
TherapyAdmin,CompletionStatus,varchar,20,Completion Status
TherapyAdmin,ConsentGivenDateTime,datetime,,Consent Given Date Time
TherapyAdmin,ConsentGiver,varchar,20,Consent Giver
TherapyAdmin,ConsentGiverName,varchar,100,Consent Giver Name
TherapyAdmin,DocumentedTime,datetime,,Documented Time
TherapyAdmin,DocumentResponseRequiredByTime,datetime,,Document Response Required By Time
TherapyAdmin,DocumentResponseScheduledTime,datetime,,Document Response Scheduled Time
TherapyAdmin,DocumentResponseStaff_ID,bigint,,Reference to DocumentResponseStaff
TherapyAdmin,DocumentResponseTime,datetime,,Document Response Time
TherapyAdmin,DueBeginDateTime,datetime,,Due Begin Date Time
TherapyAdmin,DueEndDateTime,datetime,,Due End Date Time
TherapyAdmin,EventOccurrence_ID,bigint,,Reference to EventOccurrence
TherapyAdmin,FollowUpTime,datetime,,Follow Up Time
TherapyAdmin,LastPatientScanSeconds,int,,Last Patient Scan Seconds
TherapyAdmin,NotAdministeredCode,varchar,5,Not Administered Code
TherapyAdmin,NotAdministeredIsForAllRelated,bool,,Is Not Administered Is For All Related?
TherapyAdmin,OnHold,bool,,Is On Hold?
TherapyAdmin,Order_ID,bigint,,Reference to Order
TherapyAdmin,PreparationTime,datetime,,Preparation Time
TherapyAdmin,PrevAdminEndDateTime,datetime,,Prev Admin End Date Time
TherapyAdmin,PrevAdminStartDateTime,datetime,,Prev Admin Start Date Time
TherapyAdmin,Retrieved,bool,,Is Retrieved?
TherapyAdmin,RetrieveTime,datetime,,Retrieve Time
TherapyAdmin,RowVersionNumber,int,,Row Version Number
TherapyAdmin,SchedAdminEndDateTime,datetime,,Sched Admin End Date Time
TherapyAdmin,SchedAdminStartDateTime,datetime,,Sched Admin Start Date Time
TherapyAdmin,ScheduledAdminNumber,int,,Scheduled Admin Number
TherapyAdmin,TherapyAdmin_ID,bigint,,ID for TherapyAdmin
TherapyAdmin,WitnessStaff_ID,bigint,,Reference to WitnessStaff
TherapyAdmin,WitnessTime,datetime,,Witness Time

TherapyAdmin_History,,,,Therapy Admin _History
TherapyAdmin_History,AdminComments,varchar,200,Admin Comments
TherapyAdmin_History,AdminDeviceCode,varchar,10,Admin Device Code
TherapyAdmin_History,AdminEndDateTime,datetime,,Admin End Date Time
TherapyAdmin_History,AdministeredAmount,decimal,"15,5",Administered Amount
TherapyAdmin_History,AdministeredLocation_ID,bigint,,Reference to AdministeredLocation
TherapyAdmin_History,AdministeredUnits,varchar,30,Administered Units
TherapyAdmin_History,AdministeringStaff_ID,bigint,,Reference to AdministeringStaff
TherapyAdmin_History,AdminMethodCode,varchar,5,Admin Method Code
TherapyAdmin_History,AdminNumber,int,,Admin Number
TherapyAdmin_History,AdminRecordMethod,varchar,10,Admin Record Method
TherapyAdmin_History,AdminRouteCode,varchar,20,Admin Route Code
TherapyAdmin_History,AdminSiteCode,varchar,10,Admin Site Code
TherapyAdmin_History,AdminStartDateTime,datetime,,Admin Start Date Time
TherapyAdmin_History,CompletionStatus,varchar,20,Completion Status
TherapyAdmin_History,NotAdministeredCode,varchar,5,Not Administered Code
TherapyAdmin_History,OnHold,bool,,Is On Hold?
TherapyAdmin_History,PreparationTime,datetime,,Preparation Time
TherapyAdmin_History,Retrieved,bool,,Is Retrieved?
TherapyAdmin_History,RowVersionNumber,int,,Row Version Number
TherapyAdmin_History,SchedAdminEndDateTime,datetime,,Sched Admin End Date Time
TherapyAdmin_History,SchedAdminStartDateTime,datetime,,Sched Admin Start Date Time
TherapyAdmin_History,ScheduledAdminNumber,int,,Scheduled Admin Number
TherapyAdmin_History,TherapyAdmin_ID,bigint,,Reference to TherapyAdmin
TherapyAdmin_History,TransactionLogAction_ID,bigint,,Reference to TransactionLogAction

TimeZone,,,,Time Zone
TimeZone,RowVersionNumber,int,,Row Version Number
TimeZone,TimeZone_ID,bigint,,ID for TimeZone
TimeZone,TimeZoneName,varchar,100,Time Zone Name
TimeZone,TimeZoneOffsetMinutes,int,,Time Zone Offset Minutes
TimeZone,UTCOffsetMinutes,int,,UTC Offset Minutes

TimeZoneDateRange,,,,Time Zone Date Range
TimeZoneDateRange,BeginDateTime,datetime,,Begin Date Time
TimeZoneDateRange,EndDateTime,datetime,,End Date Time
TimeZoneDateRange,RowVersionNumber,int,,Row Version Number
TimeZoneDateRange,TimeZone_ID,bigint,,Reference to TimeZone
TimeZoneDateRange,TimeZoneDateRange_ID,bigint,,ID for TimeZoneDateRange
TimeZoneDateRange,TimeZoneOffSetMinutes,int,,Time Zone Off Set Minutes
TimeZoneDateRange,UTCOffSetMinutes,int,,UTC Off Set Minutes

TransactionLogAction,,,,Transaction Log Action
TransactionLogAction,ActionCode,varchar,5,Action Code
TransactionLogAction,ActionSource,varchar,10,Action Source
TransactionLogAction,Archived,bool,,Is Archived?
TransactionLogAction,Details,varchar,2000,Details
TransactionLogAction,DetailTransaction,bool,,Is Detail Transaction?
TransactionLogAction,Facility_ID,bigint,,Reference to Facility
TransactionLogAction,FieldsChanged,varchar,,Fields Changed
TransactionLogAction,Info,varchar,2000,Info
TransactionLogAction,IntegrityHash,varbinary,32,Integrity Hash
TransactionLogAction,Location_ID,bigint,,Reference to Location
TransactionLogAction,Order_ID,bigint,,Reference to Order
TransactionLogAction,OriginalPatient_ID,bigint,,Reference to OriginalPatient
TransactionLogAction,OriginalPatientVisit_ID,bigint,,Reference to OriginalPatientVisit
TransactionLogAction,Patient_ID,bigint,,Reference to Patient
TransactionLogAction,PatientVisit_ID,bigint,,Reference to PatientVisit
TransactionLogAction,PerformedByPatient_ID,bigint,,Reference to PerformedByPatient
TransactionLogAction,PerformedByStaff_ID,bigint,,Reference to PerformedByStaff
TransactionLogAction,PurgeAfterDateTime,datetime,,Purge After Date Time
TransactionLogAction,ReasonTableCode,char,4,Reason Table Code
TransactionLogAction,ReasonText,varchar,200,Reason Text
TransactionLogAction,ReasonValueCode,varchar,20,Reason Value Code
TransactionLogAction,RowVersionNumber,int,,Row Version Number
TransactionLogAction,Rule_ID,bigint,,Reference to Rule
TransactionLogAction,Session_ID,bigint,,Reference to Session
TransactionLogAction,Source_ID,bigint,,Reference to Source
TransactionLogAction,SourceDescription,varchar,200,Source Description
TransactionLogAction,TransactionLogAction_ID,bigint,,ID for TransactionLogAction
TransactionLogAction,TransactionTime,datetime,,Transaction Time
TransactionLogAction,WitnessStaff_ID,bigint,,Reference to WitnessStaff

UnitConversion,,,,Unit Conversion
UnitConversion,AddFirst,bool,,Is Add First?
UnitConversion,ConversionAdd,decimal,"30,15",Conversion Add
UnitConversion,ConversionFactor,decimal,"30,15",Conversion Factor
UnitConversion,FromUnitOfMeasure_ID,bigint,,Reference to FromUnitOfMeasure
UnitConversion,RowVersionNumber,int,,Row Version Number
UnitConversion,ToUnitOfMeasure_ID,bigint,,Reference to ToUnitOfMeasure
UnitConversion,UnitConversion_ID,bigint,,ID for UnitConversion

UnitOfMeasure,,,,Unit Of Measure
UnitOfMeasure,AllowAbbreviationInDisplay,bool,,Is Allow Abbreviation In Display?
UnitOfMeasure,CKODoseUnits,varchar,20,CKO Dose Units
UnitOfMeasure,NCPDPClaimCode,varchar,2,NCPDP Claim Code
UnitOfMeasure,NCPDPCode,varchar,10,NCPDP Code
UnitOfMeasure,RowVersionNumber,int,,Row Version Number
UnitOfMeasure,UCUMExpression,varchar,20,UCUM Expression
UnitOfMeasure,UnitAbbreviation,varchar,30,Unit Abbreviation
UnitOfMeasure,UnitName,varchar,30,Unit Name
UnitOfMeasure,UnitOfMeasure_ID,bigint,,ID for UnitOfMeasure

UserDefinedField,,,,User Defined Field
UserDefinedField,ActionSource,varchar,10,Action Source
UserDefinedField,AllowMultiSelect,bool,,Is Allow Multi Select?
UserDefinedField,Condition_ID,bigint,,Reference to Condition
UserDefinedField,DefaultValue,varchar,1000,Default Value
UserDefinedField,FieldLabel,varchar,100,Field Label
UserDefinedField,FieldType,varchar,20,Field Type
UserDefinedField,LabCorpAOECodes,varchar,2000,Lab Corp AOE Codes
UserDefinedField,LabCorpFieldCode,varchar,50,Lab Corp Field Code
UserDefinedField,LabQuestion,varchar,100,Lab Question
UserDefinedField,ListTableCode,char,4,List Table Code
UserDefinedField,MultiLine,bool,,Is Multi Line?
UserDefinedField,ReportFieldNumber,int,,Report Field Number
UserDefinedField,RowVersionNumber,int,,Row Version Number
UserDefinedField,ShowAllValues,bool,,Is Show All Values?
UserDefinedField,ShowListAsSuggestions,bool,,Is Show List As Suggestions?
UserDefinedField,UserDefinedField_ID,bigint,,ID for UserDefinedField

V_PATIENT,,,,V _PATIENT
V_PATIENT,_DischargeDateTimeSearch,datetime,,denormalized Discharge Date Time Search
V_PATIENT,admitdate,datetime,,admitdate
V_PATIENT,dischargedate,datetime,,dischargedate
V_PATIENT,dob,datetime,,dob
V_PATIENT,Facility_ID,bigint,,Reference to Facility
V_PATIENT,hospitalnumber,varchar,60,hospitalnumber
V_PATIENT,name,varchar,60,name
V_PATIENT,patid,bigint,,patid
V_PATIENT,Sex,varchar,20,Sex

V_WORKQUEUE,,,,V _WORKQUEUE
V_WORKQUEUE,CntEnabled,bit,,Cnt Enabled
V_WORKQUEUE,DefaultDocTypeId,int,,Default Doc Type Id
V_WORKQUEUE,DestinationWqId,int,,Destination Wq Id
V_WORKQUEUE,FacilityCode,varchar,20,Facility Code
V_WORKQUEUE,FacilityId,bigint,,Facility Id
V_WORKQUEUE,NotifyOnCreation,bit,,Notify On Creation
V_WORKQUEUE,NotifyOnRenamed,bit,,Notify On Renamed
V_WORKQUEUE,PrintUponEntry,bit,,Print Upon Entry
V_WORKQUEUE,PrintUponEntrySenderList,varchar,100,Print Upon Entry Sender List
V_WORKQUEUE,PromptOnTransferWhenNotAssignedToPatient,bit,,Prompt On Transfer When Not Assigned To Patient
V_WORKQUEUE,SystemWq,bit,,System Wq
V_WORKQUEUE,UIEnabled,bit,,UI Enabled
V_WORKQUEUE,WatchEnabled,bit,,Watch Enabled
V_WORKQUEUE,WorkQueueDescription,varchar,50,Work Queue Description
V_WORKQUEUE,WorkQueueID,int,,Work Queue ID
V_WORKQUEUE,WorkQueueName,varchar,50,Work Queue Name
V_WORKQUEUE,WqAlert,int,,Wq Alert
V_WORKQUEUE,WqStatAlert,int,,Wq Stat Alert

V_WQ_ITEM,,,,V _WQ _ITEM
V_WQ_ITEM,Barcode,varchar,100,Barcode
V_WQ_ITEM,DocumentTypeCode,varchar,5,Document Type Code
V_WQ_ITEM,DocumentTypeId,int,,Document Type Id
V_WQ_ITEM,EntryDate,datetime,,Entry Date
V_WQ_ITEM,FacilityID,bigint,,Facility ID
V_WQ_ITEM,hospitalnumber,varchar,60,hospitalnumber
V_WQ_ITEM,LastUserComment,varchar,512,Last User Comment
V_WQ_ITEM,NotificationSent,bit,,Notification Sent
V_WQ_ITEM,PatientID,bigint,,Patient ID
