schema,table_name,column_name,datatype,nullable,is_pk,definition
SCM,"SXAAMAccidentType","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMAccidentType","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAAMAccidentType","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMAccidentType","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAAMAccidentType","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXAAMAccidentType","HistoryID","int",false,false,"0 = This is the most recent version of this dictionary entry.1 = This dictionary entry has been replaced by a more recent version"
SCM,"SXAAMAccidentType","AccidentTypeID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAAMAccidentType","Code","varchar(30)",true,false,"Type of Accident"
SCM,"SXAAMAccidentType","Abbreviation","varchar(5)",true,false,"Abbreviation of code"
SCM,"SXAAMAccidentType","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"SXAAMAccidentType","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMPPS3MTranslationDischargeStatus","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMPPS3MTranslationDischargeStatus","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMPPS3MTranslationDischargeStatus","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMPPS3MTranslationDischargeStatus","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMPPS3MTranslationDischargeStatus","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMPPS3MTranslationDischargeStatus","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMPPS3MTranslationDischargeStatus","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXARCMPPS3MTranslationDischargeStatus","PPS3MTranslationDischargeStatusID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMPPS3MTranslationDischargeStatus","IsSystemDefined","bit",false,false,"Defines whether the entry is system defined or entered by the user."
SCM,"SXARCMPPS3MTranslationDischargeStatus","XACodeID","HVCIDdt",false,false,"This column will contain the id returned by the XA Service"
SCM,"SXARCMPPS3MTranslationDischargeStatus","PPS3MTranslationDictionaryCodeEntryID","int",false,false,"A foreign key to the PPS3MTranslationDictionaryCodeEntryID column in the SXARCMPPS3MTranslationDictionaryCodeEntry table."
SCM,"SXARCMPPS3MTranslationDischargeStatus","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"CV3DispensingSource","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3DispensingSource","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"CV3DispensingSource","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3DispensingSource","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"CV3DispensingSource","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3DispensingSource","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"CV3DispensingSource","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"CV3DispensingSource","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"CV3DispensingSource","Code","varchar(30)",false,false,"The unique code for the dispensing source."
SCM,"CV3DispensingSource","GUID","HVCIDdt",false,true,"Unique primary key value."
SCM,"CV3DispensingSource","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"CV3DispensingSource","RepFlags","tinyint",false,false,"Indicates the action in a distributed database environment. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3DispensingSource","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"CV3OrderRepeatTime","SiteID","smallint",true,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3OrderRepeatTime","RepFlags","tinyint",true,false,"Indicates the action in a distributed database environment. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3OrderRepeatTime","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"CV3OrderRepeatTime","TouchedBy","varchar(50)",true,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3OrderRepeatTime","TouchedWhen","datetime",true,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"CV3OrderRepeatTime","CreatedBy","varchar(50)",true,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3OrderRepeatTime","CreatedWhen","datetime",true,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"CV3OrderRepeatTime","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"CV3OrderRepeatTime","GUID","HVCIDdt",false,true,"Unique primary key value."
SCM,"CV3OrderRepeatTime","ClientGUID","HVCIDdt",true,false,"A foreign key to the GUID column in the CV3Client table."
SCM,"CV3OrderRepeatTime","OrderGUID","HVCIDdt",true,false,"A foreign key to the GUID column in the CV3Order table."
SCM,"CV3OrderRepeatTime","RequestedCodedTime","varchar(30)",true,false,"A foreign key to the Name column in the CV3CodedTime table."
SCM,"CV3OrderRepeatTime","RequestedTime","int",true,false,"Contains the scheduled time. Must be a valid time ( 0 to 2359) or null."
SCM,"CV3OrderRepeatTime","DayOfWeek","int",true,false,"Contains the day of week. Must be in the range of 0 to 7 ( 0 � Sunday, 1 � Monday, 6 - Saturday ) or null."
SCM,"CV3OrderRepeatTime","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"CV3OrderRepeatTime","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAEDIClaim276277Message","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAEDIClaim276277Message","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDIClaim276277Message","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAEDIClaim276277Message","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDIClaim276277Message","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAEDIClaim276277Message","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXAEDIClaim276277Message","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAEDIClaim276277Message","Claim276277MessageID","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXAEDIClaim276277Message","BatchID","nvarchar(50)",true,false,"Identifies the reference identification.  This is used to match claim/response messages. Unsolicited 277 response will contain a unique batch id which is not associated with a 276 message."
SCM,"SXAEDIClaim276277Message","TransmissionEnterpriseUTC","datetimeoffset(3)",true,false,"Stores the date the message was received or transmitted."
SCM,"SXAEDIClaim276277Message","X12MessageBody","varbinary(max)",false,false,"PHI: Contains the binary contents of the message."
SCM,"SXAEDIClaim276277Message","EDIFileStatusEnumValue","int",false,false,"The processing status of the file."
SCM,"SXAEDIClaim276277Message","ExRequestURI","varchar(255)",true,false,"Request URI"
SCM,"SXAEDIClaim276277Message","ElinkWebServiceURI","varchar(255)",true,false,"Elink web service URI"
SCM,"SXAEDIClaim276277Message","EDIWebServiceURI","varchar(255)",true,false,"EDI web service URI"
SCM,"SXAEDIClaim276277Message","Sender","varchar(100)",true,false,"Sender of the message"
SCM,"SXAEDIClaim276277Message","EDIFileTypeEnumValue","int",true,false,"Identifies the file type as 276, 277, 277CA or 277Pend."
SCM,"SXARCMPayAdjRemarkCode","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMPayAdjRemarkCode","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMPayAdjRemarkCode","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMPayAdjRemarkCode","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMPayAdjRemarkCode","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMPayAdjRemarkCode","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMPayAdjRemarkCode","PayAdjRemarkCodeID","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXARCMPayAdjRemarkCode","RemittanceAdviceRemarkCodeDictionaryDetailsID","int",true,false,"A foreign key to the RemittanceAdviceRemarkCodeDictionaryDetailsID column in the SXARCMRemittanceAdviceRemarkCodeDictionaryDetails table."
SCM,"SXARCMPayAdjRemarkCode","EpisodeYear","int",true,false,"A foreign key to the EpisodeYear column in the SXARCMClaimAllocation table.�"
SCM,"SXARCMPayAdjRemarkCode","ClaimAllocationID","bigint",true,false,"A foreign key to the ClaimAllocationID column in the SXARCMClaimAllocation table."
SCM,"SXARCMPayAdjRemarkCode","PaymentAdjustmentTransactionDetailID","bigint",true,false,"A foreign key to the PaymentAdjustmentTransactionDetailID column in the SXARCMPaymentAdjustmentTransactionDetail table."
SCM,"SXARCMPayAdjRemarkCode","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"CV3TaskScheduleType","SiteID","smallint",true,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3TaskScheduleType","RepFlags","tinyint",true,false,"Indicates the action in a distributed database environment. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3TaskScheduleType","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"CV3TaskScheduleType","TouchedBy","varchar(50)",true,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3TaskScheduleType","TouchedWhen","datetime",true,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"CV3TaskScheduleType","CreatedBy","varchar(50)",true,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3TaskScheduleType","CreatedWhen","datetime",true,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"CV3TaskScheduleType","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"CV3TaskScheduleType","GUID","HVCIDdt",false,true,"Unique primary key value."
SCM,"CV3TaskScheduleType","Code","varchar(30)",true,false,"The unique code for the task schedule type."
SCM,"CV3TaskScheduleType","SeqNum","int",false,false,"The sequence number used to determine the sort sequence of task types."
SCM,"CV3TaskScheduleType","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"CV3TaskScheduleType","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAANCExamBillingDetail","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAANCExamBillingDetail","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAANCExamBillingDetail","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAANCExamBillingDetail","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAANCExamBillingDetail","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAANCExamBillingDetail","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXAANCExamBillingDetail","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAANCExamBillingDetail","BillingDetailId","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXAANCExamBillingDetail","BillingHeaderId","bigint",false,false,"A foreign key to the BillingHeaderID column in the SXAANCExamBillingHeader table."
SCM,"SXAANCExamBillingDetail","IsCredit","bit",false,false,"1 credit, 0 charge"
SCM,"SXAANCExamBillingDetail","FeeCode","varchar(50)",false,false,"Fee code"
SCM,"SXAANCExamBillingDetail","FeeCodeType","int",false,false,"An enumerated type with the following list of possible values: 1 = [Pro],2 = [Tech],3 = [Supply],4 = [Other],"
SCM,"SXAANCExamBillingDetail","Description","varchar(254)",true,false,"Description of fee"
SCM,"SXAANCExamBillingDetail","Units","int",false,false,"Units to bill"
SCM,"SXAANCExamBillingDetail","Status","int",false,false,"An enumerated type with the following list of possible values: 1 = [UnSent],2 = [PendingBroadCast],3 = [Sent],4 = [Deleted],5 = [ToBeReviewed],"
SCM,"SXAANCExamBillingDetail","ReasonOfDeletion","varchar(512)",true,false,"Used to store reason for deleting billing charge"
SCM,"SXAANCExamBillingDetail","BillingDetailGroupId","int",false,false,"Exam Billing Detail group Id"
SCM,"SXAANCExamBillingDetail","ChargeOrCredit","varchar(2)",true,false,"Charge or Credited"
SCM,"SXAANCExamBillingDetail","FeeModifier1","varchar(15)",true,false,"Billing Modifier 1; used to allow external code to identify and process modifiers to this billing record"
SCM,"SXAANCExamBillingDetail","FeeModifier2","varchar(15)",true,false,"Billing Modifier 2; used to allow external code to identify and process modifiers to this billing record"
SCM,"SXAANCExamBillingDetail","FeeModifier3","varchar(15)",true,false,"Billing Modifier 3; used to allow external code to identify and process modifiers to this billing record"
SCM,"SXAANCExamBillingDetail","FeeModifier4","varchar(15)",true,false,"Billing Modifier 4; used to allow external code to identify and process modifiers to this billing record"
SCM,"SXAANCExamBillingDetail","FeeModifier5","varchar(15)",true,false,"Billing Modifier 5; used to allow external code to identify and process modifiers to this billing record"
SCM,"SXAANCExamBillingDetail","ServiceDateTimeUTC","datetimeoffset(3)",true,false,"Defines the date of service for billing"
SCM,"SXAANCExamBillingDetail","IsPrimary","bit",false,false,"Flag for identify Primary charge"
SCM,"SXAANCExamBillingDetail","RadiologistGUID","HVCIDdt",true,false,"Used to store Radioloist user GUID"
SCM,"SXAANCExamBillingDetail","CDSMechanismGCode","varchar(250)",true,false,"Used to store AUC Gcode of Exam"
SCM,"SXAANCExamBillingDetail","BypassAUCCheckingReasonModifierCode","varchar(250)",true,false,"Used to store AUC Bypass Reason modifier of Exam"
SCM,"SXAANCExamBillingDetail","ReviewedBy","HVCIDdt",true,false,"Stores user guid who had reviewed charges"
SCM,"SXAANCExamBillingDetail","ReviewDateTimeUTC","datetimeoffset(3)",true,false,"Stores Date Time of review"
SCM,"SXAANCExamBillingDetail","TransmissionTypeCode","tinyint",false,false,"Stores Transmission type of changes"
SCM,"SXAANCExamBillingDetail","AUCFeeCode","varchar(50)",true,false,"Used to store AUC fee code for billing item"
SCM,"SXAANCExamBillingDetail","CDSMDescription","varchar(255)",true,false,"Used to store AUC CDSM name or description"
SCM,"SXARCMWorksheetEpisodeXREF","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMWorksheetEpisodeXREF","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMWorksheetEpisodeXREF","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMWorksheetEpisodeXREF","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMWorksheetEpisodeXREF","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMWorksheetEpisodeXREF","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMWorksheetEpisodeXREF","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXARCMWorksheetEpisodeXREF","WorksheetEpisodeXREFID","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXARCMWorksheetEpisodeXREF","WorksheetID","bigint",false,false,"A foreign key to the WorksheetID column in the SXARCMWorksheet table."
SCM,"SXARCMWorksheetEpisodeXREF","EpisodeID","bigint",false,false,"A foreign key to the EpisodeID column in the SXARCMEpisode table."
SCM,"SXARCMWorksheetEpisodeXREF","WorksheetYear","int",false,false,"A foreign key to the WorkSheetYear column in the SXARCMWorksheet table."
SCM,"SXARCMWorksheetEpisodeXREF","EpisodeYear","int",false,false,"A foreign key to the EpisodeYear column in the SXARCMEpisode table."
SCM,"SXARCMWorksheetEpisodeXREF","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMRateCodeExplanation","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMRateCodeExplanation","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMRateCodeExplanation","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMRateCodeExplanation","RateCodeExplanationID","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXARCMRateCodeExplanation","BillingRequestID","bigint",false,false,"Billing request ID for the transaction"
SCM,"SXARCMRateCodeExplanation","TransactionID","bigint",false,false,"A foreign key to the TransactionID column in the SXARCMTransaction table."
SCM,"SXARCMRateCodeExplanation","TransactionYear","int",false,false,"A foreign key to the TransactionYear column in the SXARCMTransaction table."
SCM,"SXARCMRateCodeExplanation","BillingAttemptDateUTC","datetimeoffset(3)",false,false,"Stores the billing attempt date"
SCM,"SXARCMRateCodeExplanation","RateCodeMethodID","int",false,false,"A foreign key to the RateCodeMethodID column in the SXARCMRateCodeMethod table."
SCM,"SXARCMRateCodeExplanation","RateCodeExplanationMessageID","int",false,false,"A foreign key to the RateCodeExplanationMessageID column in the SXARCMRateCodeExplanationMessages table."
SCM,"SXARCMRateCodeExplanation","InsurancePlanID","bigint",true,false,"Stores the Insurance plan id for the transaction"
SCM,"SXARCMRateCodeExplanation","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAAMBHCPCSList","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"SXAAMBHCPCSList","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAAMBHCPCSList","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMBHCPCSList","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAAMBHCPCSList","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMBHCPCSList","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAAMBHCPCSList","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXAAMBHCPCSList","HCPCSListID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAAMBHCPCSList","HCPCSCode","varchar(30)",false,false,"HCPCS Code"
SCM,"SXAAMBHCPCSList","Description","varchar(255)",false,false,"PHI: HCPCS Description"
SCM,"SXAAMBHCPCSList","CustomMessage","varchar(max)",true,false,"PHI: HCPCS Custom Message"
SCM,"SXAAMBHCPCSList","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXAAMBHCPCSList","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAMMAWPImportFile","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"SXAMMAWPImportFile","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAMMAWPImportFile","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAMMAWPImportFile","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAMMAWPImportFile","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAMMAWPImportFile","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAMMAWPImportFile","AWPImportFileID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAMMAWPImportFile","WholesalerID","int",false,false,"A foreign key to the WholesalerID column in the SXAMMWholesaler table."
SCM,"SXAMMAWPImportFile","AWPFileType","int",false,false,"An enumerated type with the following list of possible values: 1 = [FixedLength],2 = [Delimited],"
SCM,"SXAMMAWPImportFile","DelimitedFormatType","int",true,false,"An enumerated type with the following list of possible values: 0 = [Comma],1 = [Tab],2 = [Other],"
SCM,"SXAMMAWPImportFile","DelimitedOtherChar","char(1)",true,false,"Identifies the Other delimiter if Delimit Format Type is set to 2 � Other.Examples might be a pipe character ""|"" or ""@"". (note: quotes would not be stored)"
SCM,"SXAMMAWPImportFile","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXAMMAWPImportFile","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMAssetLockDetail","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMAssetLockDetail","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMAssetLockDetail","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMAssetLockDetail","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
